"column","species","row","plot","year","month"
"c04","オキツノリ","r20","MJ3C",2007,7
"c05","イワフジツボ","r01","MJ3C",2007,7
"c05","イワフジツボ","r02","MJ3C",2007,7
"c05","イワフジツボ","r03","MJ3C",2007,7
"c05","イワフジツボ","r04","MJ3C",2007,7
"c05","イワフジツボ","r05","MJ3C",2007,7
"c05","ムラサキインコガイ","r06","MJ3C",2007,7
"c05","ムラサキインコガイ","r07","MJ3C",2007,7
"c05","ムラサキインコガイ","r08","MJ3C",2007,7
"c05","ムラサキインコガイ","r09","MJ3C",2007,7
"c05","ムラサキインコガイ","r10","MJ3C",2007,7
"c05","ムラサキインコガイ","r11","MJ3C",2007,7
"c05","ムラサキインコガイ","r12","MJ3C",2007,7
"c05","ムラサキインコガイ","r13","MJ3C",2007,7
"c05","ムラサキインコガイ","r14","MJ3C",2007,7
"c05","ムラサキインコガイ","r15","MJ3C",2007,7
"c05","ムラサキインコガイ","r16","MJ3C",2007,7
"c05","キンイロハンモン","r17","MJ3C",2007,7
"c05","ヒジキ","r18","MJ3C",2007,7
"c05","石灰藻","r19","MJ3C",2007,7
"c05","ヒジキ","r20","MJ3C",2007,7
"c06","0","r01","MJ3C",2007,7
"c06","0","r02","MJ3C",2007,7
"c06","イワフジツボ","r03","MJ3C",2007,7
"c06","イワフジツボ","r04","MJ3C",2007,7
"c06","0","r05","MJ3C",2007,7
"c06","イワフジツボ","r06","MJ3C",2007,7
"c06","ムラサキインコガイ","r07","MJ3C",2007,7
"c06","ムラサキインコガイ","r08","MJ3C",2007,7
"c06","ムラサキインコガイ","r09","MJ3C",2007,7
"c06","ムラサキインコガイ","r10","MJ3C",2007,7
"c06","ムラサキインコガイ","r11","MJ3C",2007,7
"c06","ムラサキインコガイ","r12","MJ3C",2007,7
"c06","ムラサキインコガイ","r13","MJ3C",2007,7
"c06","ムラサキインコガイ","r14","MJ3C",2007,7
"c06","ムラサキインコガイ","r15","MJ3C",2007,7
"c06","ムラサキインコガイ","r16","MJ3C",2007,7
"c06","ヒジキ","r17","MJ3C",2007,7
"c06","ムラサキインコガイ","r18","MJ3C",2007,7
"c06","マツモ","r19","MJ3C",2007,7
"c06","ヒジキ","r20","MJ3C",2007,7
"c07","イワフジツボ","r01","MJ3C",2007,7
"c07","イワフジツボ","r02","MJ3C",2007,7
"c07","0","r03","MJ3C",2007,7
"c07","イワフジツボ","r04","MJ3C",2007,7
"c07","イワフジツボ","r05","MJ3C",2007,7
"c07","イワフジツボ","r06","MJ3C",2007,7
"c07","ムラサキインコガイ","r07","MJ3C",2007,7
"c07","ムラサキインコガイ","r08","MJ3C",2007,7
"c07","ムラサキインコガイ","r09","MJ3C",2007,7
"c07","ムラサキインコガイ","r10","MJ3C",2007,7
"c07","ムラサキインコガイ","r11","MJ3C",2007,7
"c07","ムラサキインコガイ","r12","MJ3C",2007,7
"c07","ムラサキインコガイ","r13","MJ3C",2007,7
"c07","ムラサキインコガイ","r14","MJ3C",2007,7
"c07","ムラサキインコガイ","r15","MJ3C",2007,7
"c07","ムラサキインコガイ","r16","MJ3C",2007,7
"c07","マツモ","r17","MJ3C",2007,7
"c07","マツモ","r18","MJ3C",2007,7
"c07","オキツノリ","r19","MJ3C",2007,7
"c07","石灰藻","r20","MJ3C",2007,7
"c08","イワフジツボ","r01","MJ3C",2007,7
"c08","イワフジツボ","r02","MJ3C",2007,7
"c08","イワフジツボ","r03","MJ3C",2007,7
"c08","イワフジツボ","r04","MJ3C",2007,7
"c08","イワフジツボ","r05","MJ3C",2007,7
"c08","イワフジツボ","r06","MJ3C",2007,7
"c08","ムラサキインコガイ","r07","MJ3C",2007,7
"c08","ムラサキインコガイ","r08","MJ3C",2007,7
"c08","ムラサキインコガイ","r09","MJ3C",2007,7
"c08","ムラサキインコガイ","r10","MJ3C",2007,7
"c08","ムラサキインコガイ","r11","MJ3C",2007,7
"c08","ムラサキインコガイ","r12","MJ3C",2007,7
"c08","ムラサキインコガイ","r13","MJ3C",2007,7
"c08","ムラサキインコガイ","r14","MJ3C",2007,7
"c08","ムラサキインコガイ","r15","MJ3C",2007,7
"c08","ムラサキインコガイ","r16","MJ3C",2007,7
"c08","イソダンツウ","r17","MJ3C",2007,7
"c08","ムラサキインコガイ","r18","MJ3C",2007,7
"c08","エゾカサネカンザシ","r19","MJ3C",2007,7
"c08","石灰藻","r20","MJ3C",2007,7
"c09","イワフジツボ","r01","MJ3C",2007,7
"c09","イワフジツボ","r02","MJ3C",2007,7
"c09","イワフジツボ","r03","MJ3C",2007,7
"c09","イワフジツボ","r04","MJ3C",2007,7
"c09","イワフジツボ","r05","MJ3C",2007,7
"c09","イワフジツボ","r06","MJ3C",2007,7
"c09","ムラサキインコガイ","r07","MJ3C",2007,7
"c09","ムラサキインコガイ","r08","MJ3C",2007,7
"c09","ムラサキインコガイ","r09","MJ3C",2007,7
"c09","ムラサキインコガイ","r10","MJ3C",2007,7
"c09","ムラサキインコガイ","r11","MJ3C",2007,7
"c09","ムラサキインコガイ","r12","MJ3C",2007,7
"c09","ムラサキインコガイ","r13","MJ3C",2007,7
"c09","ムラサキインコガイ","r14","MJ3C",2007,7
"c09","ムラサキインコガイ","r15","MJ3C",2007,7
"c09","ムラサキインコガイ","r16","MJ3C",2007,7
"c09","ムラサキインコガイ","r17","MJ3C",2007,7
"c09","ムラサキインコガイ","r18","MJ3C",2007,7
"c09","キンイロハンモン","r19","MJ3C",2007,7
"c09","エゾカサネカンザシ","r20","MJ3C",2007,7
"c10","イワフジツボ","r01","MJ3C",2007,7
"c10","イワフジツボ","r02","MJ3C",2007,7
"c10","イワフジツボ","r03","MJ3C",2007,7
"c10","イワフジツボ","r04","MJ3C",2007,7
"c10","ムラサキインコガイ","r05","MJ3C",2007,7
"c10","イワフジツボ","r06","MJ3C",2007,7
"c10","イワフジツボ","r07","MJ3C",2007,7
"c10","イワフジツボ","r08","MJ3C",2007,7
"c10","ベニマダラ","r09","MJ3C",2007,7
"c10","ムラサキインコガイ","r10","MJ3C",2007,7
"c10","ムラサキインコガイ","r11","MJ3C",2007,7
"c10","ムラサキインコガイ","r12","MJ3C",2007,7
"c10","ムラサキインコガイ","r13","MJ3C",2007,7
"c10","ムラサキインコガイ","r14","MJ3C",2007,7
"c10","ムラサキインコガイ","r15","MJ3C",2007,7
"c10","ムラサキインコガイ","r16","MJ3C",2007,7
"c10","エゾカサネカンザシ","r17","MJ3C",2007,7
"c10","ムラサキインコガイ","r18","MJ3C",2007,7
"c10","エゾカサネカンザシ","r19","MJ3C",2007,7
"c10","石灰藻","r20","MJ3C",2007,7
"c01","0","r01","MJ4C",2007,7
"c01","0","r02","MJ4C",2007,7
"c01","0","r03","MJ4C",2007,7
"c01","0","r04","MJ4C",2007,7
"c01","0","r05","MJ4C",2007,7
"c01","イワフジツボ","r06","MJ4C",2007,7
"c01","0","r07","MJ4C",2007,7
"c01","イワフジツボ","r08","MJ4C",2007,7
"c01","0","r09","MJ4C",2007,7
"c01","0","r10","MJ4C",2007,7
"c01","ベニマダラ","r11","MJ4C",2007,7
"c01","0","r12","MJ4C",2007,7
"c01","ムラサキインコガイ","r13","MJ4C",2007,7
"c01","ムラサキインコガイ","r14","MJ4C",2007,7
"c01","ヒジキ","r15","MJ4C",2007,7
"c01","ヒジキ","r16","MJ4C",2007,7
"c01","ヒジキ","r17","MJ4C",2007,7
"c01","ヒジキ","r18","MJ4C",2007,7
"c01","ベニマダラ","r19","MJ4C",2007,7
"c01","ウミトラノオ","r20","MJ4C",2007,7
"c02","0","r01","MJ4C",2007,7
"c02","0","r02","MJ4C",2007,7
"c02","0","r03","MJ4C",2007,7
"c02","イワフジツボ","r04","MJ4C",2007,7
"c02","0","r05","MJ4C",2007,7
"c02","0","r06","MJ4C",2007,7
"c02","イワフジツボ","r07","MJ4C",2007,7
"c02","イワフジツボ","r08","MJ4C",2007,7
"c02","イワフジツボ","r09","MJ4C",2007,7
"c02","0","r10","MJ4C",2007,7
"c02","0","r11","MJ4C",2007,7
"c02","0","r12","MJ4C",2007,7
"c02","ムラサキインコガイ","r13","MJ4C",2007,7
"c02","ムラサキインコガイ","r14","MJ4C",2007,7
"c02","ムラサキインコガイ","r15","MJ4C",2007,7
"c02","ムラサキインコガイ","r16","MJ4C",2007,7
"c02","ヒジキ","r17","MJ4C",2007,7
"c02","石灰藻","r18","MJ4C",2007,7
"c02","オキツノリ","r19","MJ4C",2007,7
"c02","ウミトラノオ","r20","MJ4C",2007,7
"c03","0","r01","MJ4C",2007,7
"c03","0","r02","MJ4C",2007,7
"c03","0","r03","MJ4C",2007,7
"c03","0","r04","MJ4C",2007,7
"c03","0","r05","MJ4C",2007,7
"c03","イワフジツボ","r06","MJ4C",2007,7
"c03","イワフジツボ","r07","MJ4C",2007,7
"c03","イワフジツボ","r08","MJ4C",2007,7
"c03","0","r09","MJ4C",2007,7
"c03","0","r10","MJ4C",2007,7
"c03","0","r11","MJ4C",2007,7
"c03","0","r12","MJ4C",2007,7
"c03","ムラサキインコガイ","r13","MJ4C",2007,7
"c03","ムラサキインコガイ","r14","MJ4C",2007,7
"c03","ヒジキ","r15","MJ4C",2007,7
"c03","ベニマダラ","r16","MJ4C",2007,7
"c03","コトジツノマタ","r17","MJ4C",2007,7
"c03","エゾカサネカンザシ","r18","MJ4C",2007,7
"c03","石灰藻","r19","MJ4C",2007,7
"c03","ベニマダラ","r20","MJ4C",2007,7
"c04","イワフジツボ","r01","MJ4C",2007,7
"c04","0","r02","MJ4C",2007,7
"c04","イワフジツボ","r03","MJ4C",2007,7
"c04","0","r04","MJ4C",2007,7
"c04","イワフジツボ","r05","MJ4C",2007,7
"c04","イワフジツボ","r06","MJ4C",2007,7
"c04","0","r07","MJ4C",2007,7
"c04","イワフジツボ","r08","MJ4C",2007,7
"c04","0","r09","MJ4C",2007,7
"c04","ベニマダラ","r10","MJ4C",2007,7
"c04","0","r11","MJ4C",2007,7
"c04","ムラサキインコガイ","r12","MJ4C",2007,7
"c04","ムラサキインコガイ","r13","MJ4C",2007,7
"c04","ムラサキインコガイ","r14","MJ4C",2007,7
"c04","ムラサキインコガイ","r15","MJ4C",2007,7
"c04","ヒジキ","r16","MJ4C",2007,7
"c04","ムラサキインコガイ","r17","MJ4C",2007,7
"c04","エゾカサネカンザシ","r18","MJ4C",2007,7
"c04","オキツノリ","r19","MJ4C",2007,7
"c04","石灰藻","r20","MJ4C",2007,7
"c05","0","r01","MJ4C",2007,7
"c05","イワフジツボ","r02","MJ4C",2007,7
"c05","0","r03","MJ4C",2007,7
"c05","イワフジツボ","r04","MJ4C",2007,7
"c05","イワフジツボ","r05","MJ4C",2007,7
"c05","イワフジツボ","r06","MJ4C",2007,7
"c05","イワフジツボ","r07","MJ4C",2007,7
"c05","ベニマダラ","r08","MJ4C",2007,7
"c05","イワフジツボ","r09","MJ4C",2007,7
"c05","0","r10","MJ4C",2007,7
"c05","ムラサキインコガイ","r11","MJ4C",2007,7
"c05","ムラサキインコガイ","r12","MJ4C",2007,7
"c05","0","r13","MJ4C",2007,7
"c05","ムラサキインコガイ","r14","MJ4C",2007,7
"c05","ムラサキインコガイ","r15","MJ4C",2007,7
"c05","ムラサキインコガイ","r16","MJ4C",2007,7
"c05","ムラサキインコガイ","r17","MJ4C",2007,7
"c05","エゾカサネカンザシ","r18","MJ4C",2007,7
"c05","ヒジキ","r19","MJ4C",2007,7
"c05","オキツノリ","r20","MJ4C",2007,7
"c06","0","r01","MJ4C",2007,7
"c06","イワフジツボ","r02","MJ4C",2007,7
"c06","0","r03","MJ4C",2007,7
"c06","イワフジツボ","r04","MJ4C",2007,7
"c06","イワフジツボ","r05","MJ4C",2007,7
"c06","0","r06","MJ4C",2007,7
"c06","0","r07","MJ4C",2007,7
"c06","ムラサキインコガイ","r08","MJ4C",2007,7
"c06","ムラサキインコガイ","r09","MJ4C",2007,7
"c06","ベニマダラ","r10","MJ4C",2007,7
"c06","0","r11","MJ4C",2007,7
"c06","0","r12","MJ4C",2007,7
"c06","0","r13","MJ4C",2007,7
"c06","ムラサキインコガイ","r14","MJ4C",2007,7
"c06","ムラサキインコガイ","r15","MJ4C",2007,7
"c06","ムラサキインコガイ","r16","MJ4C",2007,7
"c06","ムラサキインコガイ","r17","MJ4C",2007,7
"c06","ムラサキインコガイ","r18","MJ4C",2007,7
"c06","オキツノリ","r19","MJ4C",2007,7
"c06","石灰藻","r20","MJ4C",2007,7
"c07","0","r01","MJ4C",2007,7
"c07","0","r02","MJ4C",2007,7
"c07","イワフジツボ","r03","MJ4C",2007,7
"c07","イワフジツボ","r04","MJ4C",2007,7
"c07","0","r05","MJ4C",2007,7
"c07","0","r06","MJ4C",2007,7
"c07","イワフジツボ","r07","MJ4C",2007,7
"c07","0","r08","MJ4C",2007,7
"c07","0","r09","MJ4C",2007,7
"c07","0","r10","MJ4C",2007,7
"c07","0","r11","MJ4C",2007,7
"c07","ムラサキインコガイ","r12","MJ4C",2007,7
"c07","ムラサキインコガイ","r13","MJ4C",2007,7
"c07","0","r14","MJ4C",2007,7
"c07","ムラサキインコガイ","r15","MJ4C",2007,7
"c07","ムラサキインコガイ","r16","MJ4C",2007,7
"c07","ムラサキインコガイ","r17","MJ4C",2007,7
"c07","ベニマダラ","r18","MJ4C",2007,7
"c07","マツモ","r19","MJ4C",2007,7
"c07","石灰藻","r20","MJ4C",2007,7
"c08","0","r01","MJ4C",2007,7
"c08","イワフジツボ","r02","MJ4C",2007,7
"c08","0","r03","MJ4C",2007,7
"c08","イワフジツボ","r04","MJ4C",2007,7
"c08","0","r05","MJ4C",2007,7
"c08","0","r06","MJ4C",2007,7
"c08","ベニマダラ","r07","MJ4C",2007,7
"c08","ベニマダラ","r08","MJ4C",2007,7
"c08","イワフジツボ","r09","MJ4C",2007,7
"c08","ベニマダラ","r10","MJ4C",2007,7
"c08","0","r11","MJ4C",2007,7
"c08","0","r12","MJ4C",2007,7
"c08","ムラサキインコガイ","r13","MJ4C",2007,7
"c08","ムラサキインコガイ","r14","MJ4C",2007,7
"c08","ムラサキインコガイ","r15","MJ4C",2007,7
"c08","ムラサキインコガイ","r16","MJ4C",2007,7
"c08","石灰藻","r17","MJ4C",2007,7
"c08","石灰藻","r18","MJ4C",2007,7
"c08","マツモ","r19","MJ4C",2007,7
"c08","マツモ","r20","MJ4C",2007,7
"c09","0","r01","MJ4C",2007,7
"c09","0","r02","MJ4C",2007,7
"c09","イワフジツボ","r03","MJ4C",2007,7
"c09","イワフジツボ","r04","MJ4C",2007,7
"c09","0","r05","MJ4C",2007,7
"c09","イワフジツボ","r06","MJ4C",2007,7
"c09","イワフジツボ","r07","MJ4C",2007,7
"c09","イワフジツボ","r08","MJ4C",2007,7
"c09","0","r09","MJ4C",2007,7
"c09","0","r10","MJ4C",2007,7
"c09","0","r11","MJ4C",2007,7
"c09","0","r12","MJ4C",2007,7
"c09","ムラサキインコガイ","r13","MJ4C",2007,7
"c09","ムラサキインコガイ","r14","MJ4C",2007,7
"c09","ムラサキインコガイ","r15","MJ4C",2007,7
"c09","0","r16","MJ4C",2007,7
"c09","ウミトラノオ","r17","MJ4C",2007,7
"c09","ヒジキ","r18","MJ4C",2007,7
"c09","石灰藻","r19","MJ4C",2007,7
"c09","0","r20","MJ4C",2007,7
"c10","0","r01","MJ4C",2007,7
"c10","イワフジツボ","r02","MJ4C",2007,7
"c10","0","r03","MJ4C",2007,7
"c10","0","r04","MJ4C",2007,7
"c10","イワフジツボ","r05","MJ4C",2007,7
"c10","0","r06","MJ4C",2007,7
"c10","イワフジツボ","r07","MJ4C",2007,7
"c10","0","r08","MJ4C",2007,7
"c10","イワフジツボ","r09","MJ4C",2007,7
"c10","0","r10","MJ4C",2007,7
"c10","0","r11","MJ4C",2007,7
"c10","0","r12","MJ4C",2007,7
"c10","0","r13","MJ4C",2007,7
"c10","0","r14","MJ4C",2007,7
"c10","0","r15","MJ4C",2007,7
"c10","ムラサキインコガイ","r16","MJ4C",2007,7
"c10","ヒジキ","r17","MJ4C",2007,7
"c10","ヒジキ","r18","MJ4C",2007,7
"c10","ムラサキインコガイ","r19","MJ4C",2007,7
"c10","石灰藻","r20","MJ4C",2007,7
"c01","0","r01","MJ5C",2007,7
"c01","0","r02","MJ5C",2007,7
"c01","イワフジツボ","r03","MJ5C",2007,7
"c01","0","r04","MJ5C",2007,7
"c01","イワフジツボ","r05","MJ5C",2007,7
"c01","ベニマダラ","r06","MJ5C",2007,7
"c01","イワフジツボ","r07","MJ5C",2007,7
"c01","0","r08","MJ5C",2007,7
"c01","ベニマダラ","r09","MJ5C",2007,7
"c01","イワフジツボ","r10","MJ5C",2007,7
"c01","イワフジツボ","r11","MJ5C",2007,7
"c01","ベニマダラ","r12","MJ5C",2007,7
"c01","ムラサキインコガイ","r13","MJ5C",2007,7
"c01","ムラサキインコガイ","r14","MJ5C",2007,7
"c01","ベニマダラ","r15","MJ5C",2007,7
"c01","石灰藻","r16","MJ5C",2007,7
"c01","ベニマダラ","r17","MJ5C",2007,7
"c01","ベニマダラ","r18","MJ5C",2007,7
"c01","エゾカサネカンザシ","r19","MJ5C",2007,7
"c01","エゾカサネカンザシ","r20","MJ5C",2007,7
"c02","0","r01","MJ5C",2007,7
"c02","0","r02","MJ5C",2007,7
"c02","0","r03","MJ5C",2007,7
"c02","イワフジツボ","r04","MJ5C",2007,7
"c02","イワフジツボ","r05","MJ5C",2007,7
"c02","藍藻","r06","MJ5C",2007,7
"c02","藍藻","r07","MJ5C",2007,7
"c02","イワフジツボ","r08","MJ5C",2007,7
"c02","ベニマダラ","r09","MJ5C",2007,7
"c02","イワフジツボ","r10","MJ5C",2007,7
"c02","0","r11","MJ5C",2007,7
"c02","イワフジツボ","r12","MJ5C",2007,7
"c02","ムラサキインコガイ","r13","MJ5C",2007,7
"c02","ムラサキインコガイ","r14","MJ5C",2007,7
"c02","石灰藻","r15","MJ5C",2007,7
"c02","ベニマダラ","r16","MJ5C",2007,7
"c02","ベニマダラ","r17","MJ5C",2007,7
"c02","石灰藻","r18","MJ5C",2007,7
"c02","藍藻","r19","MJ5C",2007,7
"c02","褐藻ヘバリspp","r20","MJ5C",2007,7
"c03","0","r01","MJ5C",2007,7
"c03","0","r02","MJ5C",2007,7
"c03","0","r03","MJ5C",2007,7
"c03","0","r04","MJ5C",2007,7
"c03","イワフジツボ","r05","MJ5C",2007,7
"c03","藍藻","r06","MJ5C",2007,7
"c03","0","r07","MJ5C",2007,7
"c03","藍藻","r08","MJ5C",2007,7
"c03","ベニマダラ","r09","MJ5C",2007,7
"c03","イワフジツボ","r10","MJ5C",2007,7
"c03","イワフジツボ","r11","MJ5C",2007,7
"c03","藍藻","r12","MJ5C",2007,7
"c03","0","r13","MJ5C",2007,7
"c03","藍藻","r14","MJ5C",2007,7
"c03","ベニマダラ","r15","MJ5C",2007,7
"c03","ベニマダラ","r16","MJ5C",2007,7
"c03","ベニマダラ","r17","MJ5C",2007,7
"c03","藍藻","r18","MJ5C",2007,7
"c03","藍藻","r19","MJ5C",2007,7
"c03","石灰藻","r20","MJ5C",2007,7
"c04","0","r01","MJ5C",2007,7
"c04","0","r02","MJ5C",2007,7
"c04","0","r03","MJ5C",2007,7
"c04","0","r04","MJ5C",2007,7
"c04","イワフジツボ","r05","MJ5C",2007,7
"c04","0","r06","MJ5C",2007,7
"c04","藍藻","r07","MJ5C",2007,7
"c04","藍藻","r08","MJ5C",2007,7
"c04","イワフジツボ","r09","MJ5C",2007,7
"c04","イワフジツボ","r10","MJ5C",2007,7
"c04","イワフジツボ","r11","MJ5C",2007,7
"c04","0","r12","MJ5C",2007,7
"c04","0","r13","MJ5C",2007,7
"c04","藍藻","r14","MJ5C",2007,7
"c04","ベニマダラ","r15","MJ5C",2007,7
"c04","ベニマダラ","r16","MJ5C",2007,7
"c04","ベニマダラ","r17","MJ5C",2007,7
"c04","藍藻","r18","MJ5C",2007,7
"c04","藍藻","r19","MJ5C",2007,7
"c04","マツノリ","r20","MJ5C",2007,7
"c05","0","r01","MJ5C",2007,7
"c05","0","r02","MJ5C",2007,7
"c05","0","r03","MJ5C",2007,7
"c05","0","r04","MJ5C",2007,7
"c05","0","r05","MJ5C",2007,7
"c05","イワフジツボ","r06","MJ5C",2007,7
"c05","藍藻","r07","MJ5C",2007,7
"c05","藍藻","r08","MJ5C",2007,7
"c05","イワフジツボ","r09","MJ5C",2007,7
"c05","ベニマダラ","r10","MJ5C",2007,7
"c05","0","r11","MJ5C",2007,7
"c05","イワフジツボ","r12","MJ5C",2007,7
"c05","藍藻","r13","MJ5C",2007,7
"c05","ベニマダラ","r14","MJ5C",2007,7
"c05","ベニマダラ","r15","MJ5C",2007,7
"c05","ベニマダラ","r16","MJ5C",2007,7
"c05","ベニマダラ","r17","MJ5C",2007,7
"c05","ベニマダラ","r18","MJ5C",2007,7
"c05","褐藻ヘバリspp","r19","MJ5C",2007,7
"c05","エゾカサネカンザシ","r20","MJ5C",2007,7
"c06","0","r01","MJ5C",2007,7
"c06","0","r02","MJ5C",2007,7
"c06","イワフジツボ","r03","MJ5C",2007,7
"c06","0","r04","MJ5C",2007,7
"c06","イワフジツボ","r05","MJ5C",2007,7
"c06","藍藻","r06","MJ5C",2007,7
"c06","イワフジツボ","r07","MJ5C",2007,7
"c06","イワフジツボ","r08","MJ5C",2007,7
"c06","ベニマダラ","r09","MJ5C",2007,7
"c06","ベニマダラ","r10","MJ5C",2007,7
"c06","イワフジツボ","r11","MJ5C",2007,7
"c06","藍藻","r12","MJ5C",2007,7
"c06","ベニマダラ","r13","MJ5C",2007,7
"c06","ベニマダラ","r14","MJ5C",2007,7
"c06","ベニマダラ","r15","MJ5C",2007,7
"c06","ベニマダラ","r16","MJ5C",2007,7
"c06","ベニマダラ","r17","MJ5C",2007,7
"c06","ベニマダラ","r18","MJ5C",2007,7
"c06","褐藻ヘバリspp","r19","MJ5C",2007,7
"c06","石灰藻","r20","MJ5C",2007,7
"c07","0","r01","MJ5C",2007,7
"c07","0","r02","MJ5C",2007,7
"c07","0","r03","MJ5C",2007,7
"c07","0","r04","MJ5C",2007,7
"c07","0","r05","MJ5C",2007,7
"c07","0","r06","MJ5C",2007,7
"c07","0","r07","MJ5C",2007,7
"c07","イワフジツボ","r08","MJ5C",2007,7
"c07","イワフジツボ","r09","MJ5C",2007,7
"c07","ベニマダラ","r10","MJ5C",2007,7
"c07","ベニマダラ","r11","MJ5C",2007,7
"c07","イワフジツボ","r12","MJ5C",2007,7
"c07","ベニマダラ","r13","MJ5C",2007,7
"c07","藍藻","r14","MJ5C",2007,7
"c07","ベニマダラ","r15","MJ5C",2007,7
"c07","藍藻","r16","MJ5C",2007,7
"c07","ベニマダラ","r17","MJ5C",2007,7
"c07","エゾカサネカンザシ","r18","MJ5C",2007,7
"c07","褐藻ヘバリspp","r19","MJ5C",2007,7
"c07","褐藻ヘバリspp","r20","MJ5C",2007,7
"c08","0","r01","MJ5C",2007,7
"c08","イワフジツボ","r02","MJ5C",2007,7
"c08","0","r03","MJ5C",2007,7
"c08","イワフジツボ","r04","MJ5C",2007,7
"c08","0","r05","MJ5C",2007,7
"c08","イワフジツボ","r06","MJ5C",2007,7
"c08","イワフジツボ","r07","MJ5C",2007,7
"c08","イワフジツボ","r08","MJ5C",2007,7
"c08","イワフジツボ","r09","MJ5C",2007,7
"c08","ベニマダラ","r10","MJ5C",2007,7
"c08","藍藻","r11","MJ5C",2007,7
"c08","藍藻","r12","MJ5C",2007,7
"c08","藍藻","r13","MJ5C",2007,7
"c08","藍藻","r14","MJ5C",2007,7
"c08","藍藻","r15","MJ5C",2007,7
"c08","藍藻","r16","MJ5C",2007,7
"c08","ベニマダラ","r17","MJ5C",2007,7
"c08","ベニマダラ","r18","MJ5C",2007,7
"c08","ベニマダラ","r19","MJ5C",2007,7
"c08","石灰藻","r20","MJ5C",2007,7
"c09","0","r01","MJ5C",2007,7
"c09","0","r02","MJ5C",2007,7
"c09","イワフジツボ","r03","MJ5C",2007,7
"c09","0","r04","MJ5C",2007,7
"c09","0","r05","MJ5C",2007,7
"c09","藍藻","r06","MJ5C",2007,7
"c09","0","r07","MJ5C",2007,7
"c09","イワフジツボ","r08","MJ5C",2007,7
"c09","藍藻","r09","MJ5C",2007,7
"c09","藍藻","r10","MJ5C",2007,7
"c09","イワフジツボ","r11","MJ5C",2007,7
"c09","藍藻","r12","MJ5C",2007,7
"c09","藍藻","r13","MJ5C",2007,7
"c09","藍藻","r14","MJ5C",2007,7
"c09","藍藻","r15","MJ5C",2007,7
"c09","ムラサキインコガイ","r16","MJ5C",2007,7
"c09","ベニマダラ","r17","MJ5C",2007,7
"c09","ベニマダラ","r18","MJ5C",2007,7
"c09","ベニマダラ","r19","MJ5C",2007,7
"c09","ヨロイイソギンチャク","r20","MJ5C",2007,7
"c10","0","r01","MJ5C",2007,7
"c10","0","r02","MJ5C",2007,7
"c10","0","r03","MJ5C",2007,7
"c10","0","r04","MJ5C",2007,7
"c10","0","r05","MJ5C",2007,7
"c10","藍藻","r06","MJ5C",2007,7
"c10","ベニマダラ","r07","MJ5C",2007,7
"c10","藍藻","r08","MJ5C",2007,7
"c10","イワフジツボ","r09","MJ5C",2007,7
"c10","ベニマダラ","r10","MJ5C",2007,7
"c10","イワフジツボ","r11","MJ5C",2007,7
"c10","ムラサキインコガイ","r12","MJ5C",2007,7
"c10","藍藻","r13","MJ5C",2007,7
"c10","ベニマダラ","r14","MJ5C",2007,7
"c10","藍藻","r15","MJ5C",2007,7
"c10","ベニマダラ","r16","MJ5C",2007,7
"c10","藍藻","r17","MJ5C",2007,7
"c10","ベニマダラ","r18","MJ5C",2007,7
"c10","ベニマダラ","r19","MJ5C",2007,7
"c10","褐藻ヘバリspp","r20","MJ5C",2007,7
"c01","ベニマダラ","r01","OR1C",2007,7
"c01","ベニマダラ","r02","OR1C",2007,7
"c01","ベニマダラ","r03","OR1C",2007,7
"c01","ベニマダラ","r04","OR1C",2007,7
"c01","ベニマダラ","r05","OR1C",2007,7
"c01","ベニマダラ","r06","OR1C",2007,7
"c01","ベニマダラ","r07","OR1C",2007,7
"c01","ベニマダラ","r08","OR1C",2007,7
"c01","ベニマダラ","r09","OR1C",2007,7
"c01","ベニマダラ","r10","OR1C",2007,7
"c01","ベニマダラ","r11","OR1C",2007,7
"c01","ベニマダラ","r12","OR1C",2007,7
"c01","ベニマダラ","r13","OR1C",2007,7
"c01","ムラサキインコガイ","r14","OR1C",2007,7
"c01","ムラサキインコガイ","r15","OR1C",2007,7
"c01","ムラサキインコガイ","r16","OR1C",2007,7
"c01","ムラサキインコガイ","r17","OR1C",2007,7
"c01","ベニマダラ","r18","OR1C",2007,7
"c01","ベニマダラ","r19","OR1C",2007,7
"c01","ベニマダラ","r20","OR1C",2007,7
"c02","ベニマダラ","r01","OR1C",2007,7
"c02","0","r02","OR1C",2007,7
"c02","ベニマダラ","r03","OR1C",2007,7
"c02","ベニマダラ","r04","OR1C",2007,7
"c02","ベニマダラ","r05","OR1C",2007,7
"c02","ベニマダラ","r06","OR1C",2007,7
"c02","ベニマダラ","r07","OR1C",2007,7
"c02","ベニマダラ","r08","OR1C",2007,7
"c02","ベニマダラ","r09","OR1C",2007,7
"c02","ベニマダラ","r10","OR1C",2007,7
"c02","ベニマダラ","r11","OR1C",2007,7
"c02","ベニマダラ","r12","OR1C",2007,7
"c02","ベニマダラ","r13","OR1C",2007,7
"c02","ベニマダラ","r14","OR1C",2007,7
"c02","ムラサキインコガイ","r15","OR1C",2007,7
"c02","ムラサキインコガイ","r16","OR1C",2007,7
"c02","ムラサキインコガイ","r17","OR1C",2007,7
"c02","イソダンツウ","r18","OR1C",2007,7
"c02","ムラサキインコガイ","r19","OR1C",2007,7
